CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2.1527495439145166,1215.0,218.81181619256017,12.4,1063.0,246.8967349054159,616.0,113.09125081011017,1370.0,1214.0,12.4,59.3,0.853
2.1527495439145166,1193.0,218.81181619256017,11.2,1020.0,246.8967349054159,645.0,113.09125081011017,1340.0,1135.0,12.1,61.5,0.8677
2.1527495439145166,1195.0,218.81181619256017,11.3,1026.0,246.8967349054159,637.0,113.09125081011017,1342.0,1150.0,12.0,60.8,0.852
2.1527495439145166,1301.0,218.81181619256017,12.9,1080.0,246.8967349054159,579.0,113.09125081011017,1435.0,1248.0,11.0,73.8,0.9677
2.1527495439145166,1126.0,218.81181619256017,6.4,828.0,246.8967349054159,722.0,113.09125081011017,1250.0,955.0,9.6,82.9,0.99
2.1527495439145166,1013.0,218.81181619256017,3.6,687.0,246.8967349054159,872.0,113.09125081011017,1135.0,726.0,8.6,83.5,0.9372
2.1527495439145166,982.0,218.81181619256017,2.9,645.0,246.8967349054159,922.0,113.09125081011017,1107.0,708.0,8.7,83.0,0.9393
2.1527495439145166,970.0,218.81181619256017,2.8,642.0,246.8967349054159,922.0,113.09125081011017,1107.0,704.0,8.8,81.2,0.9214
2.1527495439145166,959.0,218.81181619256017,2.8,637.0,246.8967349054159,958.0,113.09125081011017,1107.0,667.0,8.9,79.0,0.9032
2.1527495439145166,925.0,218.81181619256017,2.2,598.0,246.8967349054159,978.0,113.09125081011017,1079.0,662.0,9.0,76.5,0.8828
2.1527495439145166,847.0,218.81181619256017,1.0,502.0,246.8967349054159,1198.0,113.09125081011017,1020.0,508.0,9.0,75.8,0.8721
2.1527495439145166,885.0,218.81181619256017,1.4,534.0,246.8967349054159,1144.0,113.09125081011017,1036.0,529.0,9.1,73.9,0.8576
2.1527495439145166,883.0,218.81181619256017,1.6,549.0,246.8967349054159,1019.0,113.09125081011017,1025.0,607.0,9.4,70.9,0.8386
2.1527495439145166,892.0,218.81181619256017,2.0,587.0,246.8967349054159,1070.0,113.09125081011017,1041.0,623.0,10.1,65.9,0.8148
2.1527495439145166,970.0,218.81181619256017,3.4,678.0,246.8967349054159,916.0,113.09125081011017,1101.0,732.0,10.1,64.6,0.7967
2.1527495439145166,904.0,218.81181619256017,2.9,644.0,246.8967349054159,949.0,113.09125081011017,1036.0,697.0,9.3,64.7,0.7575
2.1527495439145166,919.0,218.81181619256017,3.0,652.0,246.8967349054159,953.0,113.09125081011017,1045.0,712.0,9.9,61.3,0.7499
2.1527495439145166,929.0,218.81181619256017,3.3,668.0,246.8967349054159,937.0,113.09125081011017,1054.0,696.0,10.6,59.9,0.7674
2.1527495439145166,938.0,218.81181619256017,4.3,729.0,246.8967349054159,874.0,113.09125081011017,1060.0,702.0,11.1,55.3,0.7325
2.1527495439145166,971.0,218.81181619256017,5.5,786.0,246.8967349054159,812.0,113.09125081011017,1086.0,796.0,12.0,49.3,0.69
2.1527495439145166,914.0,218.81181619256017,4.5,739.0,246.8967349054159,870.0,113.09125081011017,1025.0,714.0,11.6,46.8,0.6397
2.1527495439145166,892.0,218.81181619256017,4.1,719.0,246.8967349054159,918.0,113.09125081011017,1019.0,635.0,12.0,44.0,0.6169
2.1527495439145166,913.0,218.81181619256017,4.5,735.0,246.8967349054159,905.0,113.09125081011017,1024.0,706.0,11.8,44.3,0.6141
2.1527495439145166,928.0,218.81181619256017,4.9,759.0,246.8967349054159,871.0,113.09125081011017,1040.0,775.0,11.3,45.4,0.6063
2.1527495439145166,1035.0,218.81181619256017,9.0,941.0,246.8967349054159,734.0,113.09125081011017,1175.0,965.0,11.3,44.1,0.5909
2.1527495439145166,1033.0,218.81181619256017,9.0,939.0,246.8967349054159,729.0,113.09125081011017,1159.0,979.0,11.2,45.1,0.5971
2.1527495439145166,990.0,218.81181619256017,7.2,865.0,246.8967349054159,764.0,113.09125081011017,1130.0,902.0,10.8,47.3,0.6122
2.1527495439145166,934.0,218.81181619256017,4.7,750.0,246.8967349054159,891.0,113.09125081011017,1035.0,798.0,10.7,47.7,0.6127
2.1527495439145166,881.0,218.81181619256017,3.3,670.0,246.8967349054159,979.0,113.09125081011017,978.0,697.0,10.5,46.9,0.5956
2.1527495439145166,855.0,218.81181619256017,2.7,631.0,246.8967349054159,1033.0,113.09125081011017,932.0,626.0,10.2,45.4,0.5632
2.1527495439145166,832.0,218.81181619256017,2.2,598.0,246.8967349054159,1122.0,113.09125081011017,912.0,537.0,9.7,46.0,0.5546
2.1527495439145166,848.0,218.81181619256017,2.8,639.0,246.8967349054159,1057.0,113.09125081011017,929.0,574.0,9.8,45.2,0.5489
2.1527495439145166,806.0,218.81181619256017,1.8,567.0,246.8967349054159,1163.0,113.09125081011017,878.0,490.0,9.4,45.4,0.5355
2.1527495439145166,796.0,218.81181619256017,1.5,545.0,246.8967349054159,1210.0,113.09125081011017,853.0,450.0,9.3,44.0,0.5153
2.1527495439145166,777.0,218.81181619256017,0.9,493.0,246.8967349054159,1247.0,113.09125081011017,828.0,438.0,8.8,45.2,0.5134
2.1527495439145166,785.0,218.81181619256017,1.1,505.0,246.8967349054159,1226.0,113.09125081011017,829.0,428.0,8.7,45.6,0.5128
2.1527495439145166,766.0,218.81181619256017,0.7,470.0,246.8967349054159,1317.0,113.09125081011017,810.0,404.0,8.5,44.8,0.498
2.1527495439145166,808.0,218.81181619256017,1.4,534.0,246.8967349054159,1243.0,113.09125081011017,853.0,480.0,8.7,43.4,0.4905
2.1527495439145166,975.0,218.81181619256017,6.2,822.0,246.8967349054159,852.0,113.09125081011017,1049.0,876.0,8.5,43.6,0.4865
2.1527495439145166,943.0,218.81181619256017,6.1,816.0,246.8967349054159,828.0,113.09125081011017,1033.0,868.0,8.8,42.0,0.4773
2.1527495439145166,886.0,218.81181619256017,5.0,764.0,246.8967349054159,920.0,113.09125081011017,946.0,740.0,10.8,35.1,0.4549
2.1527495439145166,861.0,218.81181619256017,4.1,716.0,246.8967349054159,973.0,113.09125081011017,921.0,628.0,11.7,34.4,0.4712
2.1527495439145166,881.0,218.81181619256017,4.4,734.0,246.8967349054159,961.0,113.09125081011017,925.0,636.0,12.6,31.7,0.4613
2.1527495439145166,855.0,218.81181619256017,4.6,741.0,246.8967349054159,965.0,113.09125081011017,901.0,616.0,12.5,30.3,0.4367
2.1527495439145166,855.0,218.81181619256017,4.3,725.0,246.8967349054159,983.0,113.09125081011017,898.0,613.0,11.4,32.8,0.4424
2.1527495439145166,844.0,218.81181619256017,3.6,689.0,246.8967349054159,1040.0,113.09125081011017,867.0,545.0,12.1,31.1,0.4383
2.1527495439145166,900.0,218.81181619256017,5.6,794.0,246.8967349054159,906.0,113.09125081011017,930.0,710.0,12.3,29.7,0.4226
2.1527495439145166,883.0,218.81181619256017,4.8,751.0,246.8967349054159,962.0,113.09125081011017,922.0,661.0,9.8,36.4,0.4414
2.1527495439145166,994.0,218.81181619256017,8.1,903.0,246.8967349054159,781.0,113.09125081011017,1079.0,922.0,9.3,40.8,0.4781
2.1527495439145166,927.0,218.81181619256017,5.2,774.0,246.8967349054159,883.0,113.09125081011017,976.0,755.0,8.6,45.1,0.5038
2.1527495439145166,1078.0,218.81181619256017,10.2,987.0,246.8967349054159,718.0,113.09125081011017,1152.0,1015.0,9.3,41.7,0.4884
2.1527495439145166,952.0,218.81181619256017,5.5,788.0,246.8967349054159,849.0,113.09125081011017,1018.0,876.0,8.7,44.3,0.4998
2.1527495439145166,882.0,218.81181619256017,3.1,660.0,246.8967349054159,991.0,113.09125081011017,922.0,727.0,8.0,47.6,0.5113
2.1527495439145166,924.0,218.81181619256017,4.2,724.0,246.8967349054159,946.0,113.09125081011017,969.0,781.0,7.7,47.2,0.4975
2.1527495439145166,987.0,218.81181619256017,6.2,823.0,246.8967349054159,827.0,113.09125081011017,1027.0,893.0,7.2,50.2,0.5118
2.1527495439145166,930.0,218.81181619256017,4.8,752.0,246.8967349054159,889.0,113.09125081011017,981.0,820.0,6.9,50.3,0.5029
2.1527495439145166,861.0,218.81181619256017,3.0,654.0,246.8967349054159,995.0,113.09125081011017,919.0,632.0,6.7,50.7,0.4998
2.1527495439145166,783.0,218.81181619256017,1.2,522.0,246.8967349054159,1241.0,113.09125081011017,832.0,458.0,7.6,46.4,0.4869
2.1527495439145166,744.0,218.81181619256017,0.4,431.0,246.8967349054159,1539.0,113.09125081011017,778.0,345.0,7.4,45.7,0.4714
2.1527495439145166,753.0,218.81181619256017,0.4,426.0,246.8967349054159,1568.0,113.09125081011017,792.0,337.0,6.9,49.3,0.4913
2.1527495439145166,787.0,218.81181619256017,0.6,452.0,246.8967349054159,1400.0,113.09125081011017,823.0,370.0,7.8,48.1,0.5095
2.1527495439145166,820.0,218.81181619256017,1.1,506.0,246.8967349054159,1221.0,113.09125081011017,871.0,466.0,8.1,47.8,0.5157
2.1527495439145166,840.0,218.81181619256017,1.6,552.0,246.8967349054159,1152.0,113.09125081011017,893.0,510.0,8.5,46.7,0.5191
2.1527495439145166,897.0,218.81181619256017,3.1,656.0,246.8967349054159,953.0,113.09125081011017,964.0,641.0,8.9,44.1,0.5039
2.1527495439145166,989.0,218.81181619256017,5.6,793.0,246.8967349054159,815.0,113.09125081011017,1052.0,862.0,9.4,42.5,0.5038
2.1527495439145166,909.0,218.81181619256017,4.5,737.0,246.8967349054159,909.0,113.09125081011017,941.0,753.0,10.8,36.3,0.4712
2.1527495439145166,865.0,218.81181619256017,3.8,697.0,246.8967349054159,1002.0,113.09125081011017,883.0,589.0,11.9,30.6,0.4264
2.1527495439145166,924.0,218.81181619256017,6.2,821.0,246.8967349054159,899.0,113.09125081011017,955.0,704.0,12.2,29.7,0.4205
2.1527495439145166,912.0,218.81181619256017,5.6,794.0,246.8967349054159,885.0,113.09125081011017,943.0,731.0,12.0,31.1,0.434
2.1527495439145166,872.0,218.81181619256017,4.1,717.0,246.8967349054159,991.0,113.09125081011017,882.0,592.0,12.7,28.4,0.416
2.1527495439145166,917.0,218.81181619256017,5.6,794.0,246.8967349054159,907.0,113.09125081011017,946.0,740.0,13.3,27.5,0.4185
2.1527495439145166,962.0,218.81181619256017,7.6,883.0,246.8967349054159,818.0,113.09125081011017,996.0,896.0,11.4,30.8,0.4148
2.1527495439145166,932.0,218.81181619256017,6.1,817.0,246.8967349054159,883.0,113.09125081011017,942.0,854.0,9.8,34.0,0.4112
2.1527495439145166,930.0,218.81181619256017,5.3,781.0,246.8967349054159,933.0,113.09125081011017,906.0,866.0,9.3,33.6,0.3958
2.1527495439145166,962.0,218.81181619256017,5.3,780.0,246.8967349054159,919.0,113.09125081011017,909.0,884.0,9.6,32.3,0.3871
2.1527495439145166,974.0,218.81181619256017,5.5,790.0,246.8967349054159,915.0,113.09125081011017,895.0,951.0,9.1,32.5,0.3766
2.1527495439145166,1055.0,218.81181619256017,5.6,791.0,246.8967349054159,845.0,113.09125081011017,936.0,1195.0,9.1,37.2,0.431
2.1527495439145166,1003.0,218.81181619256017,4.6,744.0,246.8967349054159,882.0,113.09125081011017,899.0,1138.0,7.8,38.4,0.4085
2.1527495439145166,1046.0,218.81181619256017,4.2,724.0,246.8967349054159,848.0,113.09125081011017,898.0,1201.0,8.2,40.1,0.4375
1.6,1275.0,218.81181619256017,8.8,930.0,215.0,649.0,106.0,1024.0,1617.0,5.3,50.7,0.4564
2.5,1173.0,218.81181619256017,7.5,878.0,300.0,738.0,129.0,1002.0,1355.0,5.9,50.0,0.4689
2.7,1163.0,218.81181619256017,7.6,881.0,246.8967349054159,748.0,113.09125081011017,1001.0,1296.0,4.9,53.9,0.4693
1.9,1054.0,218.81181619256017,5.6,791.0,253.0,830.0,126.0,967.0,1131.0,4.3,55.3,0.465
1.4,1004.0,218.81181619256017,4.8,753.0,181.0,879.0,106.0,942.0,1036.0,4.2,57.1,0.4759
1.5,1001.0,218.81181619256017,5.3,777.0,171.0,859.0,99.0,954.0,1009.0,3.5,58.3,0.4636
1.4,974.0,218.81181619256017,4.5,736.0,168.0,888.0,97.0,945.0,966.0,3.0,60.7,0.4667
1.1,915.0,218.81181619256017,3.0,653.0,169.0,973.0,94.0,905.0,901.0,2.6,63.2,0.4721
1.0,939.0,218.81181619256017,3.0,649.0,145.0,996.0,86.0,897.0,879.0,3.9,59.0,0.4807
1.2,973.0,218.81181619256017,4.7,748.0,190.0,878.0,97.0,968.0,991.0,4.7,57.2,0.4932
1.7,1011.0,218.81181619256017,5.4,782.0,225.0,846.0,113.0,992.0,1019.0,6.8,48.6,0.4822
2.3,1097.0,218.81181619256017,7.4,875.0,261.0,778.0,125.0,1080.0,1151.0,8.6,43.6,0.4887
2.2,1149.0,218.81181619256017,8.4,914.0,382.0,742.0,147.0,1072.0,1242.0,9.5,41.2,0.4908
2.4,1117.0,218.81181619256017,8.9,934.0,357.0,721.0,153.0,1075.0,1206.0,10.9,35.9,0.468
2.2,1085.0,218.81181619256017,7.9,896.0,299.0,760.0,147.0,1049.0,1138.0,12.5,32.3,0.467
2.1,1102.0,218.81181619256017,7.7,885.0,313.0,772.0,139.0,1051.0,1142.0,12.8,32.6,0.4814
3.0,1281.0,218.81181619256017,12.1,1053.0,510.0,659.0,165.0,1192.0,1438.0,10.9,39.7,0.5166
4.7,1472.0,218.81181619256017,16.6,1198.0,832.0,555.0,191.0,1344.0,1735.0,9.0,51.8,0.5961
3.6,1328.0,218.81181619256017,11.4,1029.0,622.0,637.0,172.0,1188.0,1611.0,8.1,54.1,0.5882
2.5,1198.0,218.81181619256017,7.9,897.0,402.0,720.0,151.0,1072.0,1436.0,7.8,54.6,0.5786
2.3,1176.0,218.81181619256017,8.1,905.0,334.0,718.0,137.0,1104.0,1389.0,6.2,59.6,0.5698
2.1,1118.0,218.81181619256017,6.4,830.0,295.0,765.0,130.0,1058.0,1313.0,5.7,59.9,0.5523
1.7,1091.0,218.81181619256017,5.2,773.0,222.0,820.0,115.0,1003.0,1232.0,5.6,59.7,0.5463
1.8,1078.0,218.81181619256017,5.2,775.0,230.0,809.0,112.0,1012.0,1195.0,4.7,62.9,0.5424
1.6,1043.0,218.81181619256017,4.3,726.0,195.0,875.0,105.0,972.0,1107.0,4.5,63.5,0.5411
1.3,992.0,218.81181619256017,3.6,685.0,167.0,916.0,96.0,963.0,1035.0,4.5,63.6,0.5414
1.3,1004.0,218.81181619256017,4.5,739.0,246.8967349054159,868.0,113.09125081011017,1004.0,1030.0,3.1,70.0,0.5388
1.3,947.0,218.81181619256017,3.3,673.0,148.0,929.0,87.0,974.0,929.0,3.2,68.3,0.531
1.1,923.0,218.81181619256017,2.7,634.0,123.0,984.0,75.0,943.0,875.0,3.1,69.2,0.5337
1.0,911.0,218.81181619256017,2.4,613.0,148.0,992.0,82.0,934.0,861.0,2.4,71.9,0.5288
1.0,924.0,218.81181619256017,2.6,629.0,143.0,994.0,83.0,941.0,852.0,3.1,68.7,0.5317
1.2,954.0,218.81181619256017,3.4,674.0,180.0,940.0,88.0,981.0,891.0,2.1,73.1,0.5289
1.3,960.0,218.81181619256017,3.9,704.0,226.0,887.0,106.0,1003.0,947.0,3.3,68.2,0.5346
1.6,1016.0,218.81181619256017,4.9,760.0,254.0,835.0,112.0,1044.0,1016.0,4.1,65.8,0.5451
2.2,1139.0,218.81181619256017,7.5,879.0,372.0,753.0,141.0,1092.0,1201.0,6.6,56.6,0.5528
2.2,1130.0,218.81181619256017,7.1,860.0,379.0,752.0,148.0,1058.0,1218.0,8.0,51.2,0.5516
2.8,1237.0,218.81181619256017,9.6,962.0,478.0,685.0,171.0,1138.0,1385.0,10.3,44.9,0.5612
2.1,1159.0,218.81181619256017,6.5,837.0,344.0,742.0,160.0,1087.0,1311.0,12.3,41.7,0.5961
1.6,1124.0,218.81181619256017,5.5,790.0,258.0,791.0,137.0,1071.0,1206.0,13.5,41.3,0.6342
2.8,1312.0,218.81181619256017,10.5,998.0,474.0,640.0,167.0,1249.0,1473.0,13.4,43.1,0.66
2.6,1246.0,218.81181619256017,8.9,936.0,438.0,665.0,164.0,1182.0,1460.0,9.9,53.3,0.6504
2.8,1232.0,218.81181619256017,8.8,931.0,451.0,674.0,166.0,1171.0,1627.0,8.9,54.6,0.6226
2.9,1286.0,218.81181619256017,10.5,996.0,473.0,644.0,167.0,1217.0,1827.0,8.9,54.8,0.6244
3.4,1347.0,218.81181619256017,13.0,1084.0,560.0,582.0,174.0,1290.0,2004.0,8.3,58.2,0.6391
2.9,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,470.0,835.4936047158269,160.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.2,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,506.0,835.4936047158269,169.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.1,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,482.0,835.4936047158269,162.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.0,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,436.0,835.4936047158269,149.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.4,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,472.0,835.4936047158269,158.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.0,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,379.0,835.4936047158269,143.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
2.7,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,246.8967349054159,835.4936047158269,113.09125081011017,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
2.1527495439145166,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,286.0,835.4936047158269,121.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
1.1,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,155.0,835.4936047158269,92.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
1.4,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,264.0,835.4936047158269,102.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
1.8,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,366.0,835.4936047158269,121.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.6,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,622.0,835.4936047158269,164.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.1,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,551.0,835.4936047158269,175.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
1.9,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,349.0,835.4936047158269,130.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
1.7,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,285.0,835.4936047158269,117.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
1.7,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,265.0,835.4936047158269,115.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
1.6,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,222.0,835.4936047158269,106.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
1.6,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,237.0,835.4936047158269,102.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
1.7,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,294.0,835.4936047158269,122.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
2.2,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,329.0,835.4936047158269,138.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.3,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,487.0,835.4936047158269,162.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.9,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,604.0,835.4936047158269,177.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
5.0,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,728.0,835.4936047158269,190.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
4.2,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,653.0,835.4936047158269,182.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.2,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,509.0,835.4936047158269,163.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
1.7,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,277.0,835.4936047158269,135.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
1.5,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,268.0,835.4936047158269,130.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
1.3,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,193.0,835.4936047158269,117.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
1.2,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,167.0,835.4936047158269,104.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
1.3,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,159.0,835.4936047158269,97.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
0.8,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,246.8967349054159,835.4936047158269,113.09125081011017,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
0.6,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,89.0,835.4936047158269,72.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
0.8,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,97.0,835.4936047158269,71.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
0.9,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,182.0,835.4936047158269,94.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
1.1,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,262.0,835.4936047158269,118.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.4,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,561.0,835.4936047158269,174.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.6,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,540.0,835.4936047158269,170.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.1,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,480.0,835.4936047158269,171.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.3,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,608.0,835.4936047158269,196.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.4,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,584.0,835.4936047158269,191.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
2.8,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,426.0,835.4936047158269,165.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
2.6,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,397.0,835.4936047158269,148.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.0,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,473.0,835.4936047158269,172.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
2.9,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,369.0,835.4936047158269,165.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.8,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,532.0,835.4936047158269,184.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
3.8,1099.8331664998332,218.81181619256017,10.083105327549772,939.1533755978201,498.0,835.4936047158269,173.0,1456.2645979312647,1022.9061283505728,18.317828940051164,49.2342008675342,1.0255302747191637
